10,95,0.882774637
25,45,0.768193487
55,60,0.667790025
70,100,0.678804213
85,155,0.748975287
110,140,0.7300519
145,50,0.607696409
165,105,0.576289148
170,195,0.661789817
190,40,0.582844232
5,178,0.803541649
55,200,0.794510759
5,5,0.750044062
64,5,0.453816812
5,136,0.910705897
5,199.9999946,0.803973281
5,115,0.823130521
42,157,0.726265436
5,156.9999997,0.879541144
