10,95,0.882774637
25,45,0.768193487
55,60,0.667790025
70,100,0.678804213
85,155,0.748975287
110,140,0.7300519
145,50,0.607696409
165,105,0.576289148
170,195,0.661789817
190,40,0.582844232
